qid	theme	question	score	confidence	source	justification	fetch_paragraphs	best_score	evidence_1	evidence_2	evidence_3
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord très fort : LFI privilégie une police de proximité, la prévention, l’indépendance de la justice et le respect des libertés publiques, tout en demandant davantage de moyens humains pour la justice et certains services de sécurité. Pour LFI, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle contredit presque entièrement le choix proposé : -3.	44	0.1158	Nous proposerons un plan interministériel pour analyser, prévenir et lutter contre l’islamophobie en France, et contre ses effets sur ceux qui la subissent.	Nous proposerons un plan interministériel pour analyser, prévenir et lutter contre l’antisémitisme en France, notamment à l’école et contre ses effets sur la vie des populations qui le subissent.	Nous refusons les attaques contre nos libertés démocratiques et la répression vis à vis des forces sociales et associatives, particulièrement bafouées ces dernières années.
32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), cette orientation reprend presque entièrement le choix proposé : +3.	133	0.1340	Accroître le soutien européen à la recherche publique sur l’adaptation au changement climatique des forêts et des essences forestières et sur la gestion raisonnée des insectes ravageurs et pathogènes	Exclure les plantations des subventions européennes à la foresterie, trop souvent utilisées pour des plantations monospécifiques d’essences à croissance rapide, sauf lorsqu’elles font suite à une impasse sanitaire avérée	Les années à venir sont décisives pour l’Humanité. Face au bouleversement climatique et à ses effets irréversibles, l’Union européenne devrait être à la pointe de la lutte pour la sauvegarde de nos écosystèmes tout en garantissant une vie digne pour toutes et tous. Elle en a les moyens financiers, techniques et humains. L’intérêt général humain le commande.
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord net : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	133	0.2284	Supprimer les subventions directes et indirectes accordées aux énergies fossiles (pétrole, gaz, charbon, gaz de schiste) et interdire toute nouvelle exploitation d’énergies fossiles dans l’Union européenne	Négocier un traité international de non-prolifération des énergies fossiles et contre le lobbying des entreprises du pétrole, du charbon et du gaz dans les institutions publiques	Neuf ans après les accords de Paris, l’Union européenne met encore en place des dispositifs contre-productifs comme le marché carbone. Alors que 80% des émissions de gaz à effet de serre proviennent aujourd’hui des énergies fossiles, il y a urgence à en sortir de manière juste et concertée. Ce n’est pas aux plus pauvres, qui subissent déjà les premiers les effets du dérèglement climatique, de payer mais aux pollueurs et aux plus riches. Cela passe par la taxation des super-pollueurs et de leurs super-profits : les entreprises du pétrole, du gaz, et du charbon qui s’enrichissent au mépris de leur impact environnemental.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), cette orientation reprend presque entièrement le choix proposé : +3.	133	0.2338	Renforcer le règlement REACH pour lutter contre les pollutions industrielles et interdire les produits chimiques les plus dangereux et les polluants éternels (PFAS)	Interdire l’utilisation des PFAS et l’importation de produits qui en contiennent. De nombreuses alternatives naturelles existent et doivent être privilégiées pour toutes les catégories de produits concernés	Mettre fin aux zones à faibles émissions (ZFE) dans leur conception actuelle dont les critères induisent des inégalités sociales et une trop grande tolérance à l’égard de certains véhicules, notamment les SUV, qualifiés à tort de non-polluants
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), cette orientation reprend presque entièrement le choix proposé : +3.	133	0.0903	Mettre en place un grand plan d’investissement public dans la bifurcation écologique financé par de nouvelles ressources propres	Fixer des taux maximaux de sel, de sucre et d’acide gras saturés dans les aliments transformés sur la base des normes de l’Organisation mondiale de la santé (OMS)	Budgéter une aide à la transition pour les éleveurs industriels se convertissant à l’élevage paysan ou aux cultures végétales
38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	-1	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Réserve modérée : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	9	0.0824	Le programme de l’Union populaire pour les élections européennes s’adjoint au programme partagé de la Nouvelle Union Populaire écologique et sociale (NUPES), ainsi que l’Avenir en commun et les 54 publications thématiques (livrets et plans) qui le complètent.	Par vos votes, vous pouvez déjà dire « non » à Macron et à Le Pen. Vous pouvez mettre un coup d’arrêt aux politiques destructrices mises en œuvre par la Commission européenne, soutenue par la droite, les macronistes, et les socialistes européens ! Les député·es insoumis·es que vous enverrez au Parlement européen par vos voix auront pour premières tâches de bousculer les institutions pour ouvrir la voie, lancer l’alerte, bloquer la Commission européenne et arracher des avancées pour les peuples, pour la planète, pour la paix. Donnez-nous la force de tout changer !	Découvrez les fiches pratiques et argumentaires de l’Union populaire. Elles vous permettront d’avoir tous les arguments et tous les outils pour convaincre de voter pour la liste menée par Manon Aubry et notre programme lors des élections européennes, le 9 juin 2024.
39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	2	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Accord net : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	9	0.0715	Nous allons au Parlement européen pour mener des combats concrets, pas pour faire fonctionner leur système.	C’est pour cela que nous assumerons les rapports de force nécessaires et la désobéissance à ces règles pour être en capacité d’appliquer notre programme. En ce sens, nous appliquerons le programme de la NUPES, qui a permis de remporter le 1er tour des élections législatives et de faire élire 151 députés aux élections législatives en 2002. Fidèles à ce projet, et au travail réalisé par les jeunes de la NUPES, nous travaillerons activement à une modification en profondeur des règles incompatibles avec notre programme	Nous voulons bifurquer vers le mieux disant écologique et social. Or, un programme de rupture à la hauteur des urgences écologiques et sociales va à l’encontre de certaines des règles européennes actuelles : traités de libre-échange, concurrence libre et non faussée, marché européen de l’énergie, carcan budgétaire, politique agricole productiviste, Banque centrale européenne (BCE) dont les taux d’intérêt étranglent l’investissement des entreprises, Europe de la défense soumise à l’OTAN.
40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	0	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Position intermédiaire : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	9	0			
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	0	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Position intermédiaire : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	9	0.1095	Nous voulons bifurquer vers le mieux disant écologique et social. Or, un programme de rupture à la hauteur des urgences écologiques et sociales va à l’encontre de certaines des règles européennes actuelles : traités de libre-échange, concurrence libre et non faussée, marché européen de l’énergie, carcan budgétaire, politique agricole productiviste, Banque centrale européenne (BCE) dont les taux d’intérêt étranglent l’investissement des entreprises, Europe de la défense soumise à l’OTAN.	Le programme de l’Union populaire pour les élections européennes s’adjoint au programme partagé de la Nouvelle Union Populaire écologique et sociale (NUPES), ainsi que l’Avenir en commun et les 54 publications thématiques (livrets et plans) qui le complètent.	C’est pour cela que nous assumerons les rapports de force nécessaires et la désobéissance à ces règles pour être en capacité d’appliquer notre programme. En ce sens, nous appliquerons le programme de la NUPES, qui a permis de remporter le 1er tour des élections législatives et de faire élire 151 députés aux élections législatives en 2002. Fidèles à ce projet, et au travail réalisé par les jeunes de la NUPES, nous travaillerons activement à une modification en profondeur des règles incompatibles avec notre programme
42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	3	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Accord très fort : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), cette orientation reprend presque entièrement le choix proposé : +3.	9	0.1926	Nous voulons bifurquer vers le mieux disant écologique et social. Or, un programme de rupture à la hauteur des urgences écologiques et sociales va à l’encontre de certaines des règles européennes actuelles : traités de libre-échange, concurrence libre et non faussée, marché européen de l’énergie, carcan budgétaire, politique agricole productiviste, Banque centrale européenne (BCE) dont les taux d’intérêt étranglent l’investissement des entreprises, Europe de la défense soumise à l’OTAN.	C’est pour cela que nous assumerons les rapports de force nécessaires et la désobéissance à ces règles pour être en capacité d’appliquer notre programme. En ce sens, nous appliquerons le programme de la NUPES, qui a permis de remporter le 1er tour des élections législatives et de faire élire 151 députés aux élections législatives en 2002. Fidèles à ce projet, et au travail réalisé par les jeunes de la NUPES, nous travaillerons activement à une modification en profondeur des règles incompatibles avec notre programme	Découvrez les fiches pratiques et argumentaires de l’Union populaire. Elles vous permettront d’avoir tous les arguments et tous les outils pour convaincre de voter pour la liste menée par Manon Aubry et notre programme lors des élections européennes, le 9 juin 2024.
43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	-3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord très fort : LFI veut partager davantage les richesses, faire contribuer plus fortement les hauts revenus et les grandes fortunes, limiter les écarts de rémunération et conditionner les aides publiques aux entreprises. Pour LFI, sur Q43 (« Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire. »), elle contredit presque entièrement le choix proposé : -3.	72	0.0914	Abolir les règles d’austérité anti-services publics Taxer les riches et les superprofits Mettre en place une allocation d’autonomie contre la pauvreté de la jeunesse	Renforcer la fiscalité écologique avec une taxe sur le dumping écologique et social aux frontières de l’espace économique européen et une taxe kérosène	
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord net : LFI veut partager davantage les richesses, faire contribuer plus fortement les hauts revenus et les grandes fortunes, limiter les écarts de rémunération et conditionner les aides publiques aux entreprises. Pour LFI, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	72	0.0653	Lancer une directive pour une allocation d’autonomie accessible aux jeunes de moins de 25 ans et située au-dessus du seuil de pauvreté (soit 1158 euros mensuels en France)	« Détruire la misère ! Oui, cela est possible ! Les législateurs et les gouvernants doivent y songer sans cesse ; car, en pareille matière, tant que le possible n’est pas fait, le devoir n’est pas rempli. »	Créer un registre européen global des actifs pour lutter plus efficacement contre l’évasion fiscale, tout en poussant pour son extension au niveau mondial : cela empêchera notamment les investisseurs transfrontaliers de frauder l’impôt avec des schémas tels que ceux révélés dans les CumEx files
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord net : LFI veut partager davantage les richesses, faire contribuer plus fortement les hauts revenus et les grandes fortunes, limiter les écarts de rémunération et conditionner les aides publiques aux entreprises. Pour LFI, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	72	0.0877	Garantir l’application effective du devoir de vigilance des multinationales et porter son application au niveau mondial par le biais d’un traité international	Créer un registre européen global des actifs pour lutter plus efficacement contre l’évasion fiscale, tout en poussant pour son extension au niveau mondial : cela empêchera notamment les investisseurs transfrontaliers de frauder l’impôt avec des schémas tels que ceux révélés dans les CumEx files	
46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	-2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord net : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	53	0			
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	-2	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord net : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	53	0.0555	Malgré les grands discours sur la « relocalisation » et le « protectionnisme européen », la Commission européenne s’obstine plus que jamais dans le libre-échange. L’Union européenne a déjà des accords de libre échange en place avec 79 pays. Elle est en train d’en adopter deux nouveaux (Chili, Kenya) et négocie actuellement des accords avec 11 autres pays dont celui avec le Mercosur. C’est pourtant une folie tant en matière d’écologie – les coûts climatiques des accords de libre-échange sont bien souvent supérieurs aux soi-disant avantages économiques – que de droits humains, en encourageant le dumping social et l’exploitation de travailleurs dans des conditions catastrophiques. Ces accords tuent notre industrie et notre agriculture en les soumettant à une concurrence déloyale : il n’y a pourtant aucun sens à importer des quatre coins du monde des marchandises et produits alimentaires que nous produisons déjà ici. Notre engagement est donc clair : nous sommes le seul groupe à avoir voté contre tous les accords de libre-échange destructeurs et nous y mettrons fin. Nous voulons passer au protectionnisme écologique et social. Il faut garantir la protection des biens communs en les sortant du marché. Il faut relocaliser l’industrie et garantir notre indépendance sur les ressources clés, en partant des besoins. Nous appliquerons un principe de non-régression pour qu’aucune décision européenne ne réduise les protections sociales ou environnementales.	Interdire l’accès au marché européen aux produits ne respectant pas des normes sociales et environnementales suffisantes ou violant les droits humains dans leur chaîne de production et renforcer les contrôles	Faire de la sobriété matérielle et de la réduction de la demande un levier de réduction des importations, de relocalisation et de réindustrialisation au service de l’emploi et de la réduction de l’empreinte écologique
49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q49 (« Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de… »), elle contredit presque entièrement le choix proposé : -3.	53	0.0575	Favoriser la production nationale dans les marchés publics lorsqu’elle répond au besoin, puis la production européenne. Cela permettra par exemple un approvisionnement local des cantines ou bien l’utilisation de panneaux solaires français et européens aujourd’hui laminés par le dumping asiatique		
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q50 (« L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale. »), elle contredit presque entièrement le choix proposé : -3.	53	0.0735	Établir une planification publique européenne et nationale adaptée aux potentiels des différents territoires pour décupler la production d’électricité renouvelable au niveau européen	Mettre en place une coordination des investissements énergétiques par une planification publique européenne, nationale et territoriale, multi-énergies, adaptée aux potentiels des différents territoires	Mettre en œuvre dans les États une clause de sauvegarde sanitaire interdisant l’importation de produits mettant en cause un norme sanitaire nationale, à comprendre comme une clause de non régression
51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), elle contredit presque entièrement le choix proposé : -3.	53	0.1256	Interdire l’accès au marché européen aux produits ne respectant pas des normes sociales et environnementales suffisantes ou violant les droits humains dans leur chaîne de production et renforcer les contrôles	Nous voulons passer au protectionnisme écologique et social. Il faut garantir la protection des biens communs en les sortant du marché. Il faut relocaliser l’industrie et garantir notre indépendance sur les ressources clés, en partant des besoins. Nous appliquerons un principe de non-régression pour qu’aucune décision européenne ne réduise les protections sociales ou environnementales.	Renforcer le contrôle des investissements directs étrangers afin d’empêcher la captation ou la participation d’entreprises étrangères à des industries stratégiques pour notre souveraineté (énergétique, médical, militaire)
53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Accord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q53 (« Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations… »), cette orientation reprend presque entièrement le choix proposé : +3.	53	0.0591	Renforcer les sanctions et la responsabilité civile et pénale du chef d’entreprise et des administrateurs d’entreprises en cas d’infractions sociales ou environnementales dans l’ensemble de leur chaîne de sous-traitance et d’approvisionnement, y compris hors UE	Réformer le cadre des aides d’État pour subventionner directement des secteurs stratégiques clefs, notamment dans le cadre de la planification écologique	Permettre les aides d’État pour les investissements dans les navires construits en Europe et infrastructures portuaires et industrielles pour construire une base industrielle et technologique des énergies renouvelables
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Accord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), cette orientation reprend presque entièrement le choix proposé : +3.	53	0.1077	Étendre le devoir de vigilance des entreprises adopté au niveau européen à l’ensemble des grandes entreprises, y compris dans le secteur financier, durcir les sanctions administratives pour les entreprises qui violent les droits humains ou détruisent l’environnement dans leur chaîne de production, et faciliter l’accès à la justice pour les victimes en donnant la possibilité aux ONG ou aux associations de les représenter	Assurer la mise en œuvre de la sortie coordonnée de l’Union européenne et de la France du traité sur la charte de l’énergie et refuser de payer les compensations qui pourraient être exigées par les grandes entreprises fossiles	Mettre un terme à la contradiction des pratiques commerciales délétères de l’Union européenne avec ses propres règles visant à protéger les droits humains et l’environnement, notamment les législations européennes sur le devoir de vigilance des entreprises, le travail forcé, la déforestation et la restauration de la nature
55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q55 (« Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales… »), elle contredit presque entièrement le choix proposé : -3.	53	0.1725	Interdire l’accès au marché européen aux produits ne respectant pas des normes sociales et environnementales suffisantes ou violant les droits humains dans leur chaîne de production et renforcer les contrôles	Nous voulons passer au protectionnisme écologique et social. Il faut garantir la protection des biens communs en les sortant du marché. Il faut relocaliser l’industrie et garantir notre indépendance sur les ressources clés, en partant des besoins. Nous appliquerons un principe de non-régression pour qu’aucune décision européenne ne réduise les protections sociales ou environnementales.	Renforcer les sanctions et la responsabilité civile et pénale du chef d’entreprise et des administrateurs d’entreprises en cas d’infractions sociales ou environnementales dans l’ensemble de leur chaîne de sous-traitance et d’approvisionnement, y compris hors UE
57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q57 (« L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré. »), elle contredit presque entièrement le choix proposé : -3.	39	0.0700	Mettre en place un accès effectif des exilés aux soins physiques et mentaux ainsi qu’au soutien psychosocial	Garantir l’accès des exilés à l’éducation, à l’apprentissage de la langue, à l’aide juridique, et plus globalement au système de protection sociale	Au cours des années 2010 les événements climatiques ont provoqué 2 fois plus de déplacements forcés que les conflits, selon le Haut-commissariat pour les réfugiés de l’ONU. Il y aura jusqu’à 1 milliard de migrants climatiques dans les 30 ans, selon l’Organisation internationale pour les migrations.
58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	-1	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Réserve modérée : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	39	0.0886	Nous devons accueillir dignement celles et ceux qui cherchent refuge sur notre sol.	Interdire le placement des mineurs, des familles et des personnes vulnérables en centres de rétention	Permettre aux personnes qui fuient les violences et les persécutions du fait de leur genre ou de leur orientation sexuelle de bénéficier du droit d’asile
59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q59 (« Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste… »), cette orientation reprend presque entièrement le choix proposé : +3.	39	0.0710	Soutenir une politique migratoire qui prend en compte les besoins spécifiques (juridiques, médicaux, psychologiques) des femmes et des enfants, particulièrement vulnérables aux violences sexistes et sexuelles	À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793.	
