entityType	entity	qid	theme	question	response	confidence	justification	source
party	Horizons	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	1	2	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	2	2	Accord net : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	1	2	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	2	2	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	66	Sécurité	Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie n’est pas immédiat.	1	3	Accord fort : les 31 députés Horizons ayant pris part au scrutin du 7 juillet 2026 ont tous voté pour la présomption de légitime défense des forces de l’ordre.	https://www.assemblee-nationale.fr/dyn/17/scrutins/7987
party	Horizons	67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	2	2	Accord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	1	2	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur écologie.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	1	2	Accord modéré : Horizons veut relancer le nucléaire mais aussi développer les renouvelables et électrifier les usages ; le parti n'adhère donc pas fortement à une réduction des investissements renouvelables au profit du nucléaire.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur institutions.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	-1	2	Réserve : codage cohérent avec la ligne programmatique générale du parti sur institutions.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur immigration / délinquance.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	80	Écologie / agriculture	La France devrait interdire aux agriculteurs l’usage d’un produit jugé trop polluant, même si cette interdiction les désavantage face à des concurrents étrangers qui peuvent encore l’utiliser.	-2	2	Désaccord net : Horizons soutient majoritairement le compromis agricole ouvrant des dérogations encadrées et insiste sur les moyens de production, les contraintes pesant sur les exploitants et leur capacité à vivre de leur activité. La position est toutefois moins explicite que celle de LR ou du RN sur le principe général.	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-extraordinaire-de-2025-2026/deuxieme-seance-du-lundi-20-juillet-2026
party	Horizons	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	1	3	Accord modéré : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214
party	Horizons	82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	-2	2	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	2	2	Accord net : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	3	1	Accord fort : Horizons défend une autonomie accrue des établissements scolaires et un rôle beaucoup plus important des chefs d'établissement dans le recrutement et l'évaluation des enseignants. La proposition correspond directement à cette orientation.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	0	1	Position neutre, partagée ou non arrêtée : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	0	1	Position neutre, partagée ou non arrêtée : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
party	Horizons	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	0	3	Position neutre, partagée ou non arrêtée : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107
party	Horizons	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	1	1	Accord modéré : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	3	3	Accord fort : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/8431
party	Horizons	93	Numérique / intelligence artificielle	Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins performants ou plus coûteux que leurs concurrents étrangers.	2	2	Accord net : la stratégie numérique permet d'estimer la priorité accordée à la souveraineté européenne par rapport au coût et à la performance. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://horizonsleparti.fr/le-manifeste/
party	LFH	1	Économie	Il faut réduire les impôts sur le travail et le capital, même si cela implique de réduire certaines dépenses publiques.	0	2	Position neutre étayée : le projet articule baisse ciblée des cotisations patronales, contribution de la consommation et des profits et hausse du revenu des bas salaires, sans priorité univoque donnée aux seules charges.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	1	3	Accord modéré : Villepin réhabilite explicitement l'effort, le mérite, l'entrepreneuriat et la liberté d'entreprendre, tout en refusant que la rente et les inégalités patrimoniales dominent la mobilité sociale.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	1	3	Accord net directement documenté : le texte demande que les plus aisés contribuent selon leurs moyens et défend une fiscalité plus progressive.	https://lafrancehumaniste.fr/articles/le-sursaut-budgetaire.html
party	LFH	4	Économie	Les entreprises devraient être obligées de limiter l’écart entre la rémunération de leurs dirigeants et celle de leurs salariés les moins bien payés.	0	2	Position non tranchée : La France Humaniste critique les inégalités excessives et accepte des conditions sociales sur les entreprises bénéficiant d’argent public, mais aucune proposition de plafond général entre rémunérations hautes et basses n’est établie.	https://lafrancehumaniste.fr/articles/la-rupture-du-pacte-social.html
party	LFH	5	Économie	Le salaire minimum devrait être augmenté significativement.	-2	3	Désaccord net directement documenté : le texte critique les relèvements successifs du SMIC pour leur effet de tassement et propose de convertir une partie des exonérations en revenu supplémentaire pour les salariés concernés.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	6	Économie	Les entreprises privées sont généralement plus efficaces que l'État pour fournir des biens et services, même dans certains secteurs essentiels.	0	2	Position équilibrée : le projet qualifie l'échange, l'innovation et la liberté d'entreprendre de moteurs indispensables, mais réserve à l'État un rôle fort dans les secteurs stratégiques et les biens essentiels.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	7	Économie	L'État devrait pouvoir nationaliser temporairement ou durablement une entreprise privée lorsqu'elle contrôle une activité stratégique pour le pays.	1	2	Accord modéré étayé : le projet défend un pôle public de crédit, un fonds souverain et des prises de participation stratégiques, sans programme général de nationalisations.	https://lafrancehumaniste.fr/articles/le-sursaut-budgetaire.html
party	LFH	8	Économie	La concurrence est généralement préférable à la réglementation pour améliorer les prix, la qualité et l'innovation.	1	2	Accord modéré : LFH assume l'économie de marché, la concurrence et l'innovation, tout en défendant une régulation des externalités et un État stratège ; la concurrence n'est donc pas privilégiée sans réserve.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	9	État	La France dépense trop d'argent public et devrait accepter de réduire certaines politiques sociales pour revenir à l'équilibre budgétaire.	1	3	Accord modéré directement étayé : Villepin veut une trajectoire de retour à l'équilibre, des ajustements de dépense et des coupes ciblées, tout en refusant l'austérité aveugle et les coupes sociales brutales.	https://lafrancehumaniste.fr/articles/le-sursaut-budgetaire.html
party	LFH	10	État	L'État devrait garantir un niveau élevé de protection sociale, même si cela implique une fiscalité importante.	2	3	Accord net : LFH veut maintenir une protection sociale élevée, mais affirme aussi que l'État social n'est plus finançable à l'identique et doit être transformé structurellement ; le +3 était trop absolu.	https://lafrancehumaniste.fr/articles/la-rupture-du-pacte-social.html
party	LFH	12	État	L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables.	1	3	Accord modéré : l'État doit être arbitre, stratège et planificateur lorsque le marché échoue, mais Villepin présente explicitement son modèle comme un compromis entre marché et dirigisme, et non comme une intervention systématique.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	-2	3	Désaccord net directement documenté : le texte rejette le « chacun pour soi » et la privatisation de la santé, de l’éducation et des retraites au profit de systèmes solidaires obligatoires.	https://lafrancehumaniste.fr/articles/protection-sociale.html
party	LFH	14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	2	2	Accord net : La France Humaniste défend une conception universaliste et pluraliste de la société française, compatible avec des modes de vie éloignés des normes traditionnelles tant qu'ils respectent le cadre républicain commun. +2 traduit cet accord avec une réserve sur ce socle commun.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	15	Démocratie	Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un blocage institutionnel.	1	2	Accord modéré : Dominique de Villepin admet qu'en cas de blocage budgétaire persistant, des mécanismes constitutionnels exceptionnels peuvent permettre l'adoption du budget sans vote ordinaire, mais il les présente comme un dernier recours et non comme un mode normal de gouvernement.	https://lafrancehumaniste.fr/articles/sortir-de-l-impasse.html
party	LFH	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-1	2	Réserve étayée : le projet combine égalité réelle des chances et défense des libertés individuelles, sans subordonner systématiquement celles-ci à l’égalité des résultats.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	2	3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : position ou mesure explicitement documentée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	18	Institutions / territoires	Les régions devraient pouvoir adopter des règles différentes en matière économique, sociale ou environnementale plutôt que d’appliquer partout les mêmes règles nationales.	1	3	Accord modéré : La France Humaniste et Dominique de Villepin défendent une réorganisation territoriale plus proche des réalités locales et davantage de responsabilités territoriales, sans aller jusqu’à proposer clairement une autonomie normative générale des régions.	https://lafrancehumaniste.fr/articles/la-grande-adaptation-du-territoire.html
party	LFH	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	2	3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : position ou mesure explicitement documentée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	-1	3	Désaccord modéré : Villepin présente l'immigration comme utile à la démographie, à la croissance et aux retraites ; il ne défend pas une baisse générale des flux, mais veut les piloter plus strictement.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	2	3	Accord net : le discours de la Sorbonne relie explicitement une politique d'immigration de long terme à la stabilisation démographique, à la croissance et au financement des retraites.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	22	Immigration / droits sociaux	Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations sociales et du même accès au logement social qu’un citoyen français, sans priorité fondée sur la nationalité.	2	2	La France Humaniste défend une conception républicaine opposée à la préférence nationale du RN ; l’égalité de traitement après installation durable est cohérente avec cette ligne, sans proposition aussi précise sur tous les dispositifs.	https://lafrancehumaniste.fr/articles/chemin-gaulliste.html
party	LFH	23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	0	2	Position non tranchée : LFH exige davantage d'intégration, de maîtrise du français et de respect des règles communes, mais ne formule pas de durcissement explicite des conditions juridiques d'accès à la nationalité.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://lafrancehumaniste.fr/articles/la-france-face-au-piege-identitaire.html
party	LFH	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	0	2	Position partagée étayée : le texte refuse la fermeture identitaire tout en reconnaissant la nécessité de règles et d’une politique migratoire maîtrisée.	https://lafrancehumaniste.fr/articles/la-france-face-au-piege-identitaire.html
party	LFH	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	1	2	Accord modéré et prudent : l'humanisme et le respect du droit d'asile vont dans le sens de l'accueil des personnes persécutées, mais aucune proposition chiffrée d'augmentation générale de l'accueil des réfugiés n'est formulée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	-1	2	Réserve étayée : le programme exige l’exécution effective des peines mais insiste aussi sur la prévention, la justice et l’État de droit plutôt que sur un durcissement carcéral uniforme.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	2	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html
party	LFH	29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	-1	3	Réserve directement documentée : le texte refuse que l’exception sécuritaire et la surveillance généralisée deviennent la règle, même face au terrorisme.	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html
party	LFH	30	Agriculture / commerce	La France devrait pouvoir interdire l’importation de produits agricoles fabriqués selon des normes qu’elle interdit à ses propres agriculteurs, même si cela faisait disparaître des rayons les produits alimentaires les moins chers.	1	3	Accord modéré : Dominique de Villepin défend contrôles, traçabilité et clauses miroir, mais refuse une logique d'autarcie et insiste aussi sur l'accessibilité des prix et la compétitivité exportatrice ; la proposition n'est donc soutenue que modérément avec sa contrepartie consommateur.	https://lafrancehumaniste.fr/articles/souverainete-agricole-et-alimentaire.html
party	LFH	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	2	2	Accord fort : l’urgence climatique et la priorité d’agir sont explicites, sans arbitrage chiffré direct avec la croissance de court terme.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html
party	LFH	33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	1	3	Accord modéré : La France Humaniste défend un prix du carbone et une fiscalité écologique, mais insiste sur leur justice sociale et leur redistribution ; aucune position ne justifie d'accepter sans réserve une forte hausse du prix des énergies fossiles.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html
party	LFH	34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	2	1	Accord net : Dominique de Villepin propose de réduire les charges patronales et de transférer progressivement une partie du financement vers la consommation et les bénéfices ; c'est proche d'une TVA sociale sans être strictement identique, d'où +2.	https://lafrancehumaniste.fr/
party	LFH	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	-2	3	Désaccord net : l’écogaullisme rétablit l’autorité publique et la planification plutôt que de faire reposer principalement l’écologie sur le marché ; il conserve néanmoins un prix du carbone.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html
party	LFH	36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	2	2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html
party	LFH	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	2	2	Accord net : La France Humaniste défend une contribution plus importante des grands émetteurs et des pays les plus riches au financement de la transition mondiale, sans aller jusqu’à leur faire supporter presque seuls l’effort : +2.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html
party	LFH	38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	1	3	Accord modéré : LFH veut davantage de capacités européennes communes dans la défense, l'industrie, la finance et le numérique, mais appelle explicitement à une pause dans la logique d'unification et privilégie la coopération entre États.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html
party	LFH	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	0	3	Position équilibrée : La France Humaniste refuse à la fois le fédéralisme uniforme et le souverainisme de repli ; elle cherche à articuler souveraineté nationale et capacité d'action européenne, sans accepter clairement l'arbitrage formulé par la question.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html
party	LFH	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	2	2	Accord net étayé : le projet veut davantage de décisions européennes à la majorité qualifiée et de capacités communes, mais refuse un fédéralisme uniforme.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html
party	LFH	41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	1	3	Accord modéré : Villepin propose davantage de politiques harmonisées et parfois davantage de majorité qualifiée, mais refuse une logique où l'échelon européen se place systématiquement au-dessus des États.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html
party	LFH	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	0	2	Position partagée étayée : le projet recherche une souveraineté européenne renforcée tout en préservant la capacité d’initiative et les intérêts stratégiques français.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html
party	LFH	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	-2	3	Désaccord net : Dominique de Villepin s’est déclaré directement favorable au retour d’un ISF adapté et à une taxation minimale des très hauts patrimoines, à l’opposé de la suppression de l’IFI.	https://www.leparisien.fr/economie/dominique-de-villepin-favorable-a-la-taxe-zucman-et-a-un-retour-de-lisf-mais-en-etant-adaptes-25-09-2025-FTHAWTNDLFEJPGKRE35S5YJ6JQ.php
party	LFH	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	1	3	Accord modéré directement documenté : le projet propose de taxer à la succession certaines plus-values latentes plutôt que de supprimer toute fiscalité spécifique sur les patrimoines immobiliers élevés.	https://lafrancehumaniste.fr/articles/protection-sociale.html
party	LFH	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	1	1	Position non tranchée : LFH défend une fiscalité plus progressive et la lutte contre l'évasion, mais la source retenue ne permet pas d'établir une taxation du patrimoine mondial après expatriation. Neutralisation plutôt qu'inférence forte.	https://lafrancehumaniste.fr/articles/le-sursaut-budgetaire.html
party	LFH	46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	1	2	Accord modéré : le projet rejette une simple indemnisation passive et prévoit des dispositifs soumis à une conditionnalité stricte de recherche active d'emploi ; il ne prévoit toutefois pas explicitement la sanction exacte décrite dans la question.	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html
party	LFH	47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	1	1	La France Humaniste insiste sur la solidarité nationale, la justice des distances et le rééquilibrage territorial. Aucune proposition ultramarine de subvention des prix aussi précise n’est publiée ; accord prudent retenu à +1.	https://lafrancehumaniste.fr/articles/la-grande-adaptation-du-territoire.html
party	LFH	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	2	3	Accord net au regard du bilan politique de Villepin : le CPE/CNE visait précisément à réduire le risque d'embauche lié à la rigidité de la rupture du contrat pour faciliter l'accès à l'emploi, notamment des jeunes, même si LFH insiste aujourd'hui davantage sur la sécurité des parcours.	https://www.vie-publique.fr/discours/160282-conference-de-presse-de-m-dominique-de-villepin-premier-ministre-sur
