bucket	category	entity_id	entity	qid	score	confidence	source	justification
CONF	party	les-ecologistes	Les Écologistes	26	3	3	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	27	-2	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	29	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	32	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	les-ecologistes	Les Écologistes	33	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	les-ecologistes	Les Écologistes	35	-1	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	les-ecologistes	Les Écologistes	37	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	38	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	39	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	40	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	41	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	42	-2	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	43	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	44	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	45	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	46	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	les-ecologistes	Les Écologistes	48	-2	1	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	les-ecologistes	Les Écologistes	49	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	50	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	51	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	54	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	55	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	57	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	les-ecologistes	Les Écologistes	58	0	1	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	les-ecologistes	Les Écologistes	60	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	61	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	63	-1	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	64	2	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	67	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	68	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	69	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	les-ecologistes	Les Écologistes	71	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	les-ecologistes	Les Écologistes	72	-1	1	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	les-ecologistes	Les Écologistes	73	0	1	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	les-ecologistes	Les Écologistes	74	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	les-ecologistes	Les Écologistes	75	-2	1	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	les-ecologistes	Les Écologistes	76	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	les-ecologistes	Les Écologistes	77	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	78	-1	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	les-ecologistes	Les Écologistes	79	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	1	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	2	0	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	3	2	3	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	5	2	3	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	6	-1	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	8	-1	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	9	-1	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	10	3	3	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	12	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	13	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	16	0	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	20	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	21	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	23	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	24	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	25	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	26	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	27	-1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	28	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	29	-1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	32	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	35	0	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	ps	PS	37	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	38	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	39	-3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	40	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	41	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	42	-2	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	43	-2	3	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	44	1	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	45	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	46	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	ps	PS	48	-1	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	ps	PS	49	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	ps	PS	50	-2	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	ps	PS	51	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	54	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	55	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	57	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	ps	PS	58	1	1	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	ps	PS	59	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	60	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	61	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	63	0	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	64	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	ps	PS	67	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	68	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	69	0	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	ps	PS	71	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	ps	PS	72	-1	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	ps	PS	73	0	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	ps	PS	74	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	ps	PS	75	-2	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	ps	PS	77	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	78	1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	ps	PS	79	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	1	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	2	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	3	-1	2	https://parti-renaissance.fr/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	5	-1	2	https://parti-renaissance.fr/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	6	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	7	-1	2	https://parti-renaissance.fr/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	8	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	9	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	12	0	2	https://parti-renaissance.fr/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	13	1	2	https://parti-renaissance.fr/	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	renaissance	Renaissance	16	-2	2	https://parti-renaissance.fr/	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	20	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	21	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	23	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	24	3	2	https://parti-renaissance.fr/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	25	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	26	0	2	https://parti-renaissance.fr/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	27	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	29	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	32	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	35	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	renaissance	Renaissance	37	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	38	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	39	-2	2	https://parti-renaissance.fr/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	40	3	2	https://parti-renaissance.fr/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	41	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	42	-3	2	https://parti-renaissance.fr/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	43	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	44	-1	2	https://parti-renaissance.fr/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	45	0	2	https://parti-renaissance.fr/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	46	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	48	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	51	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	renaissance	Renaissance	54	1	1	https://parti-renaissance.fr/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	renaissance	Renaissance	57	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	renaissance	Renaissance	58	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
