entityType	entity	qid	theme	question	response	confidence	justification	source
party	PS	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
party	PS	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
party	PS	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
party	PS	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
party	PS	41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
party	PS	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
party	PS	67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
party	PS	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	PS	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	2	1	Accord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
party	Renaissance	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
party	Renaissance	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
party	Renaissance	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
party	Renaissance	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
party	Renaissance	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
party	Renaissance	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
party	Renaissance	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
party	MoDem	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
party	MoDem	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/
party	MoDem	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.mouvementdemocrate.fr/
party	MoDem	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
party	MoDem	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	2	1	Accord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
party	MoDem	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://www.mouvementdemocrate.fr/
party	MoDem	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	0	1	Position neutre, partagée ou non arrêtée : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
party	MoDem	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	2	1	Accord net : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.mouvementdemocrate.fr/
party	Horizons	1	Économie	Il faut réduire les impôts sur le travail et le capital, même si cela implique de réduire certaines dépenses publiques.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	9	État	La France dépense trop d'argent public et devrait accepter de réduire certaines politiques sociales pour revenir à l'équilibre budgétaire.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	3	1	Accord fort : Horizons défend une autonomie accrue des établissements scolaires et un rôle beaucoup plus important des chefs d'établissement dans le recrutement et l'évaluation des enseignants. La proposition correspond directement à cette orientation.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	0	1	Position neutre, partagée ou non arrêtée : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	0	1	Position neutre, partagée ou non arrêtée : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://horizonsleparti.fr/le-manifeste/
party	Horizons	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://horizonsleparti.fr/le-manifeste/
party	LFH	34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	2	1	Accord net : Dominique de Villepin propose de réduire les charges patronales et de transférer progressivement une partie du financement vers la consommation et les bénéfices ; c'est proche d'une TVA sociale sans être strictement identique, d'où +2.	https://lafrancehumaniste.fr/
party	LFH	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	0	1	Position non tranchée : l'universalisme de LFH ne suffit pas à déduire une naturalisation automatique à la majorité sans manifestation d'attachement ; aucune position explicite équivalente n'a été identifiée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	0	1	Position neutre ou non arrêtée : aucune proposition directement comparable sur le recrutement ou l’évaluation des enseignants par les chefs d’établissement n’a été trouvée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LFH	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	0	1	Position neutre ou non arrêtée : le programme défend l’égalité des chances et la mixité, mais aucune prise de position sur le financement public des établissements privés sous contrat n’a été trouvée.	https://lafrancehumaniste.fr/articles/le-moment-francais-sorbonne.html
party	LR	1	Économie	Il faut réduire les impôts sur le travail et le capital, même si cela implique de réduire certaines dépenses publiques.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	9	État	La France dépense trop d'argent public et devrait accepter de réduire certaines politiques sociales pour revenir à l'équilibre budgétaire.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://republicains.fr/nos-idees/
party	LR	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://republicains.fr/nos-idees/
party	LR	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://republicains.fr/nos-idees/
party	LR	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://republicains.fr/nos-idees/
party	LR	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	-2	1	Désaccord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	LR	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	Nouvelle Énergie	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-3	2	Désaccord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	3	2	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	0	1	Position équilibrée ou non tranchée : le programme santé insiste sur la proximité des soins, la liberté d’organisation et une gouvernance locale, mais ne tranche pas explicitement la fermeture ou le regroupement de petites maternités et de petits services d’urgence. Un accord net n’est donc pas documenté.	https://www.unenouvelleenergie.fr/nouvelle-energie-publie-son-livret-sante-liberer-les-soignants-pour-liberer-lacces-aux-soins-pour-tous/
party	Nouvelle Énergie	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	-2	1	Désaccord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-3	2	Désaccord fort : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://www.unenouvelleenergie.fr/notre-programme/
party	UDR	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	3	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Économie ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912
party	UDR	8	Économie	La concurrence est généralement préférable à la réglementation pour améliorer les prix, la qualité et l'innovation.	3	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Économie ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912
party	UDR	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	3	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « État ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912
party	UDR	14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	-2	1	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	https://www.udr.fr/
party	UDR	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	1	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	https://www.udr.fr/
party	UDR	17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	-2	1	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	https://www.udr.fr/
party	UDR	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://www.udr.fr/
party	UDR	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html
party	UDR	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	-2	1	Désaccord net : note conservée au titre de la ligne générale de l’UDR, sans proposition officielle directement équivalente identifiée.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html
party	UDR	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	0	1	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	https://www.udr.fr/
party	UDR	33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	-2	1	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	https://www.udr.fr/
