severity	reason	entityType	entity	qid	theme	question	response	confidence	justification	source
medium	low_confidence	party	Les Écologistes	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
high	strong_score_low_confidence	party	Les Écologistes	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
high	extreme_score_generic_justification	party	Les Écologistes	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	3	2	Accord fort : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
high	extreme_score_generic_justification	party	Les Écologistes	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	3	3	Accord fort : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
high	extreme_score_generic_justification	party	Les Écologistes	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
high	extreme_score_generic_justification	party	Les Écologistes	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	3	3	Accord fort : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107
medium	low_confidence	party	Les Écologistes	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	0	1	Position neutre, partagée ou non arrêtée : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
medium	neutral_score_generic_justification	party	Les Écologistes	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	0	1	Position neutre, partagée ou non arrêtée : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf
medium	neutral_score_generic_justification	party	PS	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	0	2	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
medium	neutral_score_generic_justification	party	PS	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	0	2	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	neutral_score_generic_justification	party	PS	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	0	2	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
high	extreme_score_generic_justification	party	PS	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
high	extreme_score_generic_justification	party	PS	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
high	extreme_score_generic_justification	party	PS	41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe
medium	low_confidence	party	PS	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	-1	1	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	low_confidence	party	PS	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	strong_score_low_confidence	party	PS	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	low_confidence	party	PS	58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
medium	neutral_score_generic_justification	party	PS	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	neutral_score_generic_justification	party	PS	69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	low_confidence	party	PS	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-1	1	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	low_confidence	party	PS	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	neutral_score_generic_justification	party	PS	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	low_confidence	party	PS	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	strong_score_low_confidence	party	PS	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne
high	extreme_score_generic_justification	party	PS	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	Accord fort : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214
medium	low_confidence	party	PS	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	strong_score_low_confidence	party	PS	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	extreme_score_generic_justification	party	PS	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
high	extreme_score_generic_justification	party	PS	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	3	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://parti-socialiste.fr/communiques-de-presse/dissuasion-nucleaire-francaise-le-ps-salue-une-ambition-europeenne-desormais-a-demontrer/
high	extreme_score_generic_justification	party	PS	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	3	3	Accord fort : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107
medium	low_confidence	party	PS	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	2	1	Accord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
high	strong_score_low_confidence	party	PS	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	2	1	Accord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
medium	neutral_score_generic_justification	party	Renaissance	12	État	L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
high	extreme_score_generic_justification	party	Renaissance	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
medium	neutral_score_generic_justification	party	Renaissance	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
high	extreme_score_generic_justification	party	Renaissance	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
high	extreme_score_generic_justification	party	Renaissance	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
medium	neutral_score_generic_justification	party	Renaissance	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
high	strong_score_low_confidence	party	Renaissance	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
medium	neutral_score_generic_justification	party	Renaissance	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
medium	neutral_score_generic_justification	party	Renaissance	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
high	strong_score_low_confidence	party	Renaissance	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://parti-renaissance.fr/
high	extreme_score_generic_justification	party	Renaissance	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://parti-renaissance.fr/
medium	low_confidence	party	Renaissance	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	1	1	Accord modéré : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://ensemble-2024.fr/notre-projet
medium	low_confidence	party	Renaissance	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	1	1	Accord modéré : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://ensemble-2024.fr/notre-projet
high	extreme_score_generic_justification	party	Renaissance	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
high	extreme_score_generic_justification	party	Renaissance	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	3	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://ensemble-2024.fr/notre-projet
medium	low_confidence	party	Renaissance	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-1	1	Réserve : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://ensemble-2024.fr/notre-projet
high	extreme_score_generic_justification	party	Renaissance	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	3	3	Accord fort : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/8431
medium	low_confidence	party	MoDem	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	neutral_score_generic_justification	party	MoDem	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	neutral_score_generic_justification	party	MoDem	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur économie.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	neutral_score_generic_justification	party	MoDem	5	Économie	Le salaire minimum devrait être augmenté significativement.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur économie.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	6	Économie	Les entreprises privées sont généralement plus efficaces que l'État pour fournir des biens et services, même dans certains secteurs essentiels.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
medium	low_confidence	party	MoDem	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/
high	strong_score_low_confidence	party	MoDem	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.mouvementdemocrate.fr/
medium	neutral_score_generic_justification	party	MoDem	20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.mouvementdemocrate.fr/
medium	neutral_score_generic_justification	party	MoDem	23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur immigration.	https://www.mouvementdemocrate.fr/
medium	neutral_score_generic_justification	party	MoDem	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur sécurité / justice.	https://www.mouvementdemocrate.fr/
high	extreme_score_generic_justification	party	MoDem	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.mouvementdemocrate.fr/
medium	neutral_score_generic_justification	party	MoDem	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
