qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
61	Immigration / assimilation	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
63	Libertés / sécurité	2	1	https://www.udr.fr/priorites	Accord net : note conservée au titre de la ligne générale de l’UDR, sans proposition officielle directement équivalente identifiée.	https://www.udr.fr/	Accord net : note conservée au titre de la ligne générale de l’UDR, sans proposition officielle directement équivalente identifiée.
64	Libertés / expression	2	1	https://www.udr.fr/priorites	Accord net : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / expression ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
66	Sécurité	2	3	https://www.udr.fr/priorites	Accord net : L’UDR veut des peines planchers, davantage de places de prison, l’expulsion des étrangers délinquants et une politique de fermeté face aux trafics et à la récidive. Pour UDR, sur Q66 (« Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/17/scrutins/7987	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Sécurité ». Niveau de preuve : position ou mesure explicitement documentée.
67	Écologie	-1	1	https://www.udr.fr/grandforumlibertes	Réserve modérée : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q67 (« Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.udr.fr/	Réserve : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
68	Écologie	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q68 (« La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
69	Écologie	2	1	https://www.udr.fr/grandforumlibertes	Accord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q69 (« Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
71	Écologie / croissance	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q71 (« Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie / croissance ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
72	Institutions	-1	1	https://www.udr.fr/priorites	Réserve modérée : L’UDR propose un mécanisme de démocratie directe inspiré de la Suisse et une forte simplification territoriale et administrative, tout en conservant un exécutif national fort. Pour UDR, sur Q72 (« Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.udr.fr/	Réserve : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
73	Institutions	1	1	https://www.udr.fr/priorites	Accord modéré : L’UDR propose un mécanisme de démocratie directe inspiré de la Suisse et une forte simplification territoriale et administrative, tout en conservant un exécutif national fort. Pour UDR, sur Q73 (« Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.udr.fr/	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
74	Institutions	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR propose un mécanisme de démocratie directe inspiré de la Suisse et une forte simplification territoriale et administrative, tout en conservant un exécutif national fort. Pour UDR, sur Q74 (« Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
75	Institutions	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR propose un mécanisme de démocratie directe inspiré de la Suisse et une forte simplification territoriale et administrative, tout en conservant un exécutif national fort. Pour UDR, sur Q75 (« Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
76	Institutions	2	1	https://www.udr.fr/priorites	Accord net : L’UDR propose un mécanisme de démocratie directe inspiré de la Suisse et une forte simplification territoriale et administrative, tout en conservant un exécutif national fort. Pour UDR, sur Q76 (« Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/	Accord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
77	Institutions	0	1	https://www.udr.fr/priorites	Position intermédiaire : l’UDR défend une démocratie directe inspirée de la Suisse, mais cela ne permet pas de déduire une position sur la proportionnelle intégrale aux législatives.	https://www.udr.fr/priorites	Position équilibrée ou non tranchée : l’UDR défend une démocratie directe inspirée de la Suisse, mais cela ne permet pas de déduire une position sur la proportionnelle intégrale aux législatives.
78	Immigration / assimilation	2	2	https://www.udr.fr/priorites	Accord net : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q78 (« Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
79	Immigration / délinquance	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q79 (« Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Immigration / délinquance ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
80	Écologie / agriculture	-3	2	https://www.udr.fr/grandforumlibertes	Désaccord très fort : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q80 (« La France devrait interdire aux agriculteurs l’usage d’un produit jugé trop polluant, même si cette interdiction les désavantage face à des concurrents… »), elle contredit presque entièrement le choix proposé : -3.	https://www.udr.fr/	Désaccord fort : codage fondé sur les documents officiels retenus pour le thème « Écologie / agriculture ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
82	Santé / assurance maladie	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q82 (« L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Santé / assurance maladie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
83	Santé / hôpital	0	1	https://www.udr.fr/priorites	Position intermédiaire : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q83 (« Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.udr.fr/	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Santé / hôpital ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
84	Éducation / autonomie	2	1	https://www.udr.fr/priorites	Accord net : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q84 (« Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/	Accord net : codage fondé sur les documents officiels retenus pour le thème « Éducation / autonomie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
85	Éducation / mixité sociale	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q85 (« Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Éducation / mixité sociale ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
86	Logement / locations touristiques	-1	1	https://www.udr.fr/priorites	Réserve modérée : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q86 (« Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.udr.fr/	Réserve : codage fondé sur les documents officiels retenus pour le thème « Logement / locations touristiques ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
87	Défense / Ukraine	0	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/988	Position intermédiaire : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q87 (« La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Défense / Ukraine ». Niveau de preuve : position ou mesure explicitement documentée.
88	Défense / dissuasion nucléaire	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q88 (« La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Défense / dissuasion nucléaire ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
89	Santé / fin de vie	-3	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107	Désaccord très fort : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q89 (« Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à… »), elle contredit presque entièrement le choix proposé : -3.	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107	Désaccord fort : codage fondé sur les documents officiels retenus pour le thème « Santé / fin de vie ». Niveau de preuve : position ou mesure explicitement documentée.
90	Dépendance / EHPAD	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q90 (« Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Dépendance / EHPAD ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
91	Famille / prestations	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q91 (« Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.assemblee-nationale.fr/dyn/17/textes/l17b2750_proposition-resolution.pdf	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Famille / prestations ». Niveau de preuve : position ou mesure explicitement documentée.
92	Numérique / mineurs	0	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/8431	Position intermédiaire : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q92 (« L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.assemblee-nationale.fr/dyn/17/scrutins/8431	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Numérique / mineurs ». Niveau de preuve : position ou mesure explicitement documentée.
93	Numérique / intelligence artificielle	-1	1	https://www.udr.fr/priorites	Réserve modérée : L’UDR veut réduire fortement les dépenses et structures administratives mais maintenir un État protecteur sur les fonctions régaliennes et les services qu’il considère essentiels. Pour UDR, sur Q93 (« Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.udr.fr/	Réserve : codage fondé sur les documents officiels retenus pour le thème « Numérique / intelligence artificielle ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
