qid	theme	question	score	confidence	current_source	current_justification	old_source	old_justification
47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	3	3	https://lafranceinsoumise.fr/2025/11/05/niche-2025-egalite-dacces-au-service-public-postal-en-outre-mer/	Accord très fort : accord maximal avec le principe. Pour LFI, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/2025/11/05/niche-2025-egalite-dacces-au-service-public-postal-en-outre-mer/	LFI défend une continuité économique et une péréquation nationale visant à neutraliser les surcoûts ultramarins, y compris par des financements publics : accord maximal avec le principe.
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	-2	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord net : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q49 (« Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de… »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q50 (« L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/	Désaccord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Accord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q53 (« Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Accord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q55 (« Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales… »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q57 (« L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	-1	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Réserve modérée : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q59 (« Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	-1	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Réserve modérée : LFI privilégie une police de proximité, la prévention, l’indépendance de la justice et le respect des libertés publiques, tout en demandant davantage de moyens humains pour la justice et certains services de sécurité. Pour LFI, sur Q63 (« Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Accord net : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q68 (« La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Désaccord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q69 (« Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	2	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord net : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q71 (« Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-2	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Désaccord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q72 (« Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Position intermédiaire : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q73 (« Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	2	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Accord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q74 (« Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Désaccord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q75 (« Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	3	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Accord très fort : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q77 (« La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	0	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Position intermédiaire : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q78 (« Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q79 (« Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q81 (« Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214	Accord fort : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.
82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q82 (« L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2018/10/LIVRET-ContreBudget-1.pdf	Accord fort : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : preuve directe ou politique explicitement documentée.
83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q83 (« Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements… »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.
84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q84 (« Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.
85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q85 (« Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.
86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q86 (« Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafranceinsoumise.fr/wp-content/uploads/2025/07/KIT-ARGU_VF.pdf	Accord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.
87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	-2	3	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Désaccord net : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q87 (« La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988	Désaccord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.
88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Désaccord très fort : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q88 (« La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer. »), elle contredit presque entièrement le choix proposé : -3.	https://lafranceinsoumise.fr/2019/02/05/question-ecrite-sur-la-dissuasion-nucleaire-dans-le-traite-daix-la-chapelle/	Désaccord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.
